08/03/2022,15:22:00,fDOM (RFU),0.03,RFU,G
08/03/2022,15:22:00,Conductivit,5.23,,G
08/03/2022,15:22:00,fDOM (QSU),0.08,QSU,G
08/03/2022,15:22:00,Phyco,-4.15,,G
08/03/2022,15:22:00,DO Conc,8.00,mg/,G
08/03/2022,15:22:00,DO (% Sat),92.32,%,G
08/03/2022,15:22:00,sp. Cond,5.50,,G
08/03/2022,15:22:00,Salinity,0.00,,G
08/03/2022,15:22:00,Turbidity,6.93,,G
08/03/2022,15:22:00,Chl,-0.11,RFU,G
08/03/2022,15:22:00,Temperature,22.44,C,G
08/03/2022,15:22:01,Conductivit,5.23,,G
08/03/2022,15:22:01,fDOM (RFU),-0.18,RFU,G
08/03/2022,15:22:01,fDOM (QSU),-0.54,QSU,G
08/03/2022,15:22:01,Phyco,-4.09,,G
08/03/2022,15:22:00,NO3,0.0000,mg/,G
08/03/2022,15:22:00,SQI,0.9572,%,G
08/03/2022,15:22:01,DO Conc,8.00,mg/,G
08/03/2022,15:22:01,DO (% Sat),92.33,%,G
08/03/2022,15:22:01,sp. Cond,5.50,,G
08/03/2022,15:22:01,Salinity,0.00,,G
08/03/2022,15:22:01,Turbidity,6.91,,G
08/03/2022,15:22:01,Chl,-0.05,RFU,G
08/03/2022,15:22:01,Temperature,22.44,C,G
08/03/2022,15:22:02,fDOM (RFU),-0.09,RFU,G
08/03/2022,15:22:02,Conductivit,5.24,,G
08/03/2022,15:22:02,fDOM (QSU),-0.26,QSU,G
08/03/2022,15:22:02,Phyco,-4.02,,G
08/03/2022,15:22:02,DO Conc,8.00,mg/,G
08/03/2022,15:22:02,DO (% Sat),92.31,%,G
08/03/2022,15:22:02,sp. Cond,5.50,,G
08/03/2022,15:22:02,Salinity,0.00,,G
08/03/2022,15:22:02,Turbidity,6.93,,G
08/03/2022,15:22:02,Chl,-0.10,RFU,G
08/03/2022,15:22:02,Temperature,22.44,C,G
08/03/2022,15:22:03,Conductivit,5.23,,G
08/03/2022,15:22:03,fDOM (RFU),0.04,RFU,G
08/03/2022,15:22:03,fDOM (QSU),0.13,QSU,G
08/03/2022,15:22:03,Phyco,-4.10,,G
08/03/2022,15:22:03,DO Conc,8.00,mg/,G
08/03/2022,15:22:03,DO (% Sat),92.29,%,G
08/03/2022,15:22:03,sp. Cond,5.50,,G
08/03/2022,15:22:03,Salinity,0.00,,G
08/03/2022,15:22:03,Turbidity,6.92,,G
08/03/2022,15:22:03,Chl,-0.11,RFU,G
08/03/2022,15:22:03,Temperature,22.44,C,G
08/03/2022,15:22:04,fDOM (RFU),0.04,RFU,G
08/03/2022,15:22:04,Conductivit,5.23,,G
08/03/2022,15:22:04,fDOM (QSU),-0.23,QSU,G
08/03/2022,15:22:04,Phyco,-4.17,,G
08/03/2022,15:22:04,DO Conc,8.00,mg/,G
08/03/2022,15:22:04,DO (% Sat),92.30,%,G
08/03/2022,15:22:04,sp. Cond,5.50,,G
08/03/2022,15:22:04,Salinity,0.00,,G
08/03/2022,15:22:04,Turbidity,6.89,,G
08/03/2022,15:22:04,Chl,-0.03,RFU,G
08/03/2022,15:22:04,Temperature,22.44,C,G
08/03/2022,15:22:05,Conductivit,5.24,,G
08/03/2022,15:22:05,fDOM (RFU),-0.16,RFU,G
08/03/2022,15:22:05,fDOM (QSU),-0.48,QSU,G
08/03/2022,15:22:05,Phyco,-4.15,,G
08/03/2022,15:22:05,DO Conc,8.00,mg/,G
08/03/2022,15:22:05,DO (% Sat),92.31,%,G
08/03/2022,15:22:05,sp. Cond,5.51,,G
08/03/2022,15:22:05,Salinity,0.00,,G
08/03/2022,15:22:05,Turbidity,6.94,,G
08/03/2022,15:22:05,Chl,-0.05,RFU,G
08/03/2022,15:22:05,Temperature,22.44,C,G
08/03/2022,15:22:06,fDOM (RFU),-0.16,RFU,G
08/03/2022,15:22:06,Conductivit,5.23,,G
08/03/2022,15:22:06,fDOM (QSU),-0.01,QSU,G
08/03/2022,15:22:06,Phyco,-4.15,,G
08/03/2022,15:22:06,DO Conc,8.00,mg/,G
08/03/2022,15:22:06,DO (% Sat),92.32,%,G
08/03/2022,15:22:06,sp. Cond,5.50,,G
08/03/2022,15:22:06,Salinity,0.00,,G
08/03/2022,15:22:06,Turbidity,6.92,,G
08/03/2022,15:22:06,Chl,-0.10,RFU,G
08/03/2022,15:22:06,Temperature,22.44,C,G
08/03/2022,15:22:07,Conductivit,5.23,,G
08/03/2022,15:22:07,fDOM (RFU),0.03,RFU,G
08/03/2022,15:22:07,fDOM (QSU),0.09,QSU,G
08/03/2022,15:22:07,Phyco,-4.11,,G
08/03/2022,15:22:07,DO Conc,8.01,mg/,G
08/03/2022,15:22:07,DO (% Sat),92.36,%,G
08/03/2022,15:22:07,sp. Cond,5.50,,G
08/03/2022,15:22:07,Salinity,0.00,,G
08/03/2022,15:22:07,Turbidity,6.83,,G
08/03/2022,15:22:07,Chl,-0.12,RFU,G
08/03/2022,15:22:07,Temperature,22.44,C,G
08/03/2022,15:22:08,fDOM (RFU),0.03,RFU,G
08/03/2022,15:22:08,Conductivit,5.23,,G
08/03/2022,15:22:08,fDOM (QSU),-0.57,QSU,G
08/03/2022,15:22:08,Phyco,-4.04,,G
08/03/2022,15:22:08,DO Conc,8.00,mg/,G
08/03/2022,15:22:08,DO (% Sat),92.33,%,G
08/03/2022,15:22:08,sp. Cond,5.50,,G
08/03/2022,15:22:08,Salinity,0.00,,G
08/03/2022,15:22:08,Turbidity,6.72,,G
08/03/2022,15:22:08,Chl,-0.14,RFU,G
08/03/2022,15:22:08,Temperature,22.44,C,G
08/03/2022,15:22:09,Conductivit,5.23,,G
08/03/2022,15:22:09,fDOM (RFU),-0.27,RFU,G
08/03/2022,15:22:09,fDOM (QSU),-0.81,QSU,G
08/03/2022,15:22:09,Phyco,-4.07,,G
08/03/2022,15:22:09,DO Conc,8.00,mg/,G
08/03/2022,15:22:09,DO (% Sat),92.29,%,G
08/03/2022,15:22:09,sp. Cond,5.49,,G
08/03/2022,15:22:09,Salinity,0.00,,G
08/03/2022,15:22:09,Turbidity,6.81,,G
08/03/2022,15:22:09,Chl,-0.16,RFU,G
08/03/2022,15:22:09,Temperature,22.44,C,G
08/03/2022,15:22:10,Conductivit,5.22,,G
08/03/2022,15:22:10,fDOM (RFU),-0.01,RFU,G
08/03/2022,15:22:10,fDOM (QSU),-0.02,QSU,G
08/03/2022,15:22:10,Phyco,-4.08,,G
08/03/2022,15:22:10,DO Conc,8.00,mg/,G
08/03/2022,15:22:10,DO (% Sat),92.29,%,G
08/03/2022,15:22:10,sp. Cond,5.49,,G
08/03/2022,15:22:10,Salinity,0.00,,G
08/03/2022,15:22:10,Turbidity,6.83,,G
08/03/2022,15:22:10,Chl,-0.15,RFU,G
08/03/2022,15:22:10,Temperature,22.44,C,G
08/03/2022,15:22:11,fDOM (RFU),-0.01,RFU,G
08/03/2022,15:22:11,Conductivit,5.24,,G
08/03/2022,15:22:11,fDOM (QSU),-0.13,QSU,G
08/03/2022,15:22:11,Phyco,-4.02,,G
08/03/2022,15:22:10,NO3,0.0000,mg/,G
08/03/2022,15:22:10,SQI,0.9572,%,G
08/03/2022,15:22:11,DO Conc,8.00,mg/,G
08/03/2022,15:22:11,DO (% Sat),92.30,%,G
08/03/2022,15:22:11,sp. Cond,5.51,,G
08/03/2022,15:22:11,Salinity,0.00,,G
08/03/2022,15:22:11,Turbidity,6.74,,G
08/03/2022,15:22:11,Chl,-0.07,RFU,G
08/03/2022,15:22:11,Temperature,22.44,C,G
08/03/2022,15:22:12,Conductivit,5.24,,G
08/03/2022,15:22:12,fDOM (RFU),-0.17,RFU,G
08/03/2022,15:22:12,fDOM (QSU),-0.50,QSU,G
08/03/2022,15:22:12,Phyco,-3.97,,G
08/03/2022,15:22:12,DO Conc,8.00,mg/,G
08/03/2022,15:22:12,DO (% Sat),92.31,%,G
08/03/2022,15:22:12,sp. Cond,5.51,,G
08/03/2022,15:22:12,Salinity,0.00,,G
08/03/2022,15:22:12,Turbidity,6.75,,G
08/03/2022,15:22:12,Chl,-0.06,RFU,G
08/03/2022,15:22:12,Temperature,22.44,C,G
08/03/2022,15:22:13,fDOM (RFU),-0.17,RFU,G
08/03/2022,15:22:13,Conductivit,5.24,,G
08/03/2022,15:22:13,fDOM (QSU),-0.47,QSU,G
08/03/2022,15:22:13,Phyco,-4.00,,G
08/03/2022,15:22:13,DO Conc,8.00,mg/,G
08/03/2022,15:22:13,DO (% Sat),92.31,%,G
08/03/2022,15:22:13,sp. Cond,5.51,,G
08/03/2022,15:22:13,Salinity,0.00,,G
08/03/2022,15:22:13,Turbidity,6.75,,G
08/03/2022,15:22:13,Chl,-0.09,RFU,G
08/03/2022,15:22:13,Temperature,22.45,C,G
08/03/2022,15:22:14,Conductivit,5.24,,G
08/03/2022,15:22:14,fDOM (RFU),-0.06,RFU,G
08/03/2022,15:22:14,fDOM (QSU),-0.17,QSU,G
08/03/2022,15:22:14,Phyco,-4.07,,G
08/03/2022,15:22:14,DO Conc,8.01,mg/,G
08/03/2022,15:22:14,DO (% Sat),92.33,%,G
08/03/2022,15:22:14,sp. Cond,5.51,,G
08/03/2022,15:22:14,Salinity,0.00,,G
08/03/2022,15:22:14,Turbidity,6.72,,G
08/03/2022,15:22:14,Chl,-0.10,RFU,G
08/03/2022,15:22:14,Temperature,22.45,C,G
08/03/2022,15:22:15,fDOM (RFU),-0.06,RFU,G
08/03/2022,15:22:15,Conductivit,5.24,,G
08/03/2022,15:22:15,fDOM (QSU),-0.45,QSU,G
08/03/2022,15:22:15,Phyco,-4.04,,G
08/03/2022,15:22:15,DO Conc,8.00,mg/,G
08/03/2022,15:22:15,DO (% Sat),92.33,%,G
08/03/2022,15:22:15,sp. Cond,5.51,,G
08/03/2022,15:22:15,Salinity,0.00,,G
08/03/2022,15:22:15,Turbidity,6.68,,G
08/03/2022,15:22:15,Chl,-0.11,RFU,G
08/03/2022,15:22:15,Temperature,22.45,C,G
08/03/2022,15:22:16,Conductivit,5.24,,G
08/03/2022,15:22:16,fDOM (RFU),-0.30,RFU,G
08/03/2022,15:22:16,fDOM (QSU),-0.91,QSU,G
08/03/2022,15:22:16,Phyco,-4.05,,G
08/03/2022,15:22:16,DO Conc,8.00,mg/,G
08/03/2022,15:22:16,DO (% Sat),92.32,%,G
08/03/2022,15:22:16,sp. Cond,5.51,,G
08/03/2022,15:22:16,Salinity,0.00,,G
08/03/2022,15:22:16,Turbidity,6.70,,G
08/03/2022,15:22:16,Chl,-0.11,RFU,G
08/03/2022,15:22:16,Temperature,22.45,C,G
08/03/2022,15:22:17,fDOM (RFU),-0.30,RFU,G
08/03/2022,15:22:17,Conductivit,5.24,,G
08/03/2022,15:22:17,fDOM (QSU),-0.62,QSU,G
08/03/2022,15:22:17,Phyco,-4.06,,G
08/03/2022,15:22:17,DO Conc,8.00,mg/,G
08/03/2022,15:22:17,DO (% Sat),92.33,%,G
08/03/2022,15:22:17,sp. Cond,5.51,,G
08/03/2022,15:22:17,Salinity,0.00,,G
08/03/2022,15:22:17,Turbidity,6.66,,G
08/03/2022,15:22:17,Chl,-0.04,RFU,G
08/03/2022,15:22:17,Temperature,22.45,C,G
08/03/2022,15:22:18,Conductivit,5.24,,G
08/03/2022,15:22:18,fDOM (RFU),-0.04,RFU,G
08/03/2022,15:22:18,fDOM (QSU),-0.12,QSU,G
08/03/2022,15:22:18,Phyco,-3.99,,G
08/03/2022,15:22:18,DO Conc,8.00,mg/,G
08/03/2022,15:22:18,DO (% Sat),92.33,%,G
08/03/2022,15:22:18,sp. Cond,5.50,,G
08/03/2022,15:22:18,Salinity,0.00,,G
08/03/2022,15:22:18,Turbidity,6.69,,G
08/03/2022,15:22:18,Chl,-0.04,RFU,G
08/03/2022,15:22:18,Temperature,22.45,C,G
08/03/2022,15:22:19,fDOM (RFU),-0.04,RFU,G
08/03/2022,15:22:19,Conductivit,5.23,,G
08/03/2022,15:22:19,fDOM (QSU),-0.36,QSU,G
08/03/2022,15:22:19,Phyco,-4.09,,G
08/03/2022,15:22:19,DO Conc,8.00,mg/,G
08/03/2022,15:22:19,DO (% Sat),92.33,%,G
08/03/2022,15:22:19,sp. Cond,5.50,,G
08/03/2022,15:22:19,Salinity,0.00,,G
08/03/2022,15:22:19,Turbidity,6.70,,G
08/03/2022,15:22:19,Chl,-0.12,RFU,G
08/03/2022,15:22:19,Temperature,22.45,C,G
08/03/2022,15:22:20,fDOM (RFU),-0.12,RFU,G
08/03/2022,15:22:20,Conductivit,5.23,,G
08/03/2022,15:22:20,fDOM (QSU),-0.64,QSU,G
08/03/2022,15:22:20,Phyco,-4.09,,G
08/03/2022,15:22:20,sp. Cond,5.49,,G
08/03/2022,15:22:20,DO Conc,8.00,mg/,G
08/03/2022,15:22:20,Chl,-0.12,RFU,G
08/03/2022,15:22:20,Salinity,0.00,,G
08/03/2022,15:22:20,DO (% Sat),92.29,%,G
08/03/2022,15:22:20,Temperature,22.45,C,G
08/03/2022,15:22:20,Turbidity,6.70,,G
08/03/2022,15:22:21,Conductivit,5.23,,G
08/03/2022,15:22:21,fDOM (RFU),-0.18,RFU,G
08/03/2022,15:22:21,fDOM (QSU),-0.53,QSU,G
08/03/2022,15:22:20,NO3,0.0000,mg/,G
08/03/2022,15:22:20,SQI,0.9572,%,G
08/03/2022,15:22:21,Phyco,-4.03,,G
08/03/2022,15:22:21,sp. Cond,5.49,,G
08/03/2022,15:22:21,DO Conc,8.01,mg/,G
08/03/2022,15:22:21,Chl,-0.10,RFU,G
08/03/2022,15:22:21,Salinity,0.00,,G
08/03/2022,15:22:21,DO (% Sat),92.33,%,G
08/03/2022,15:22:21,Temperature,22.45,C,G
08/03/2022,15:22:21,Turbidity,6.74,,G
08/03/2022,15:22:22,fDOM (RFU),-0.18,RFU,G
08/03/2022,15:22:22,Conductivit,5.22,,G
08/03/2022,15:22:22,fDOM (QSU),0.01,QSU,G
08/03/2022,15:22:22,Phyco,-4.05,,G
08/03/2022,15:22:22,sp. Cond,5.49,,G
08/03/2022,15:22:22,DO Conc,8.00,mg/,G
08/03/2022,15:22:22,Chl,-0.06,RFU,G
08/03/2022,15:22:22,Salinity,0.00,,G
08/03/2022,15:22:22,DO (% Sat),92.32,%,G
08/03/2022,15:22:22,Temperature,22.45,C,G
08/03/2022,15:22:22,Turbidity,6.68,,G
08/03/2022,15:22:23,Conductivit,5.22,,G
08/03/2022,15:22:23,fDOM (RFU),-0.02,RFU,G
08/03/2022,15:22:23,fDOM (QSU),-0.05,QSU,G
08/03/2022,15:22:23,Phyco,-4.01,,G
08/03/2022,15:22:23,sp. Cond,5.49,,G
08/03/2022,15:22:23,DO Conc,8.00,mg/,G
08/03/2022,15:22:23,Chl,-0.07,RFU,G
08/03/2022,15:22:23,Salinity,0.00,,G
08/03/2022,15:22:23,DO (% Sat),92.32,%,G
08/03/2022,15:22:23,Temperature,22.45,C,G
08/03/2022,15:22:23,Turbidity,6.62,,G
08/03/2022,15:22:24,fDOM (RFU),-0.02,RFU,G
08/03/2022,15:22:24,Conductivit,5.23,,G
08/03/2022,15:22:24,fDOM (QSU),-0.64,QSU,G
08/03/2022,15:22:24,Phyco,-4.11,,G
08/03/2022,15:22:24,sp. Cond,5.50,,G
08/03/2022,15:22:24,DO Conc,8.00,mg/,G
08/03/2022,15:22:24,Chl,-0.09,RFU,G
08/03/2022,15:22:24,Salinity,0.00,,G
08/03/2022,15:22:24,DO (% Sat),92.33,%,G
08/03/2022,15:22:24,Temperature,22.45,C,G
08/03/2022,15:22:24,Turbidity,6.66,,G
08/03/2022,15:22:25,Conductivit,5.23,,G
08/03/2022,15:22:25,fDOM (RFU),-0.18,RFU,G
08/03/2022,15:22:25,fDOM (QSU),-0.53,QSU,G
08/03/2022,15:22:25,Phyco,-4.15,,G
08/03/2022,15:22:25,sp. Cond,5.51,,G
08/03/2022,15:22:25,DO Conc,8.00,mg/,G
08/03/2022,15:22:25,Chl,-0.06,RFU,G
08/03/2022,15:22:25,Salinity,0.00,,G
08/03/2022,15:22:25,DO (% Sat),92.32,%,G
08/03/2022,15:22:25,Temperature,22.45,C,G
08/03/2022,15:22:25,Turbidity,6.66,,G
08/03/2022,15:22:26,fDOM (RFU),-0.18,RFU,G
08/03/2022,15:22:26,Conductivit,5.24,,G
08/03/2022,15:22:26,fDOM (QSU),0.12,QSU,G
08/03/2022,15:22:26,Phyco,-3.99,,G
08/03/2022,15:22:26,sp. Cond,5.51,,G
08/03/2022,15:22:26,DO Conc,8.00,mg/,G
08/03/2022,15:22:26,Chl,-0.10,RFU,G
08/03/2022,15:22:26,Salinity,0.00,,G
08/03/2022,15:22:26,DO (% Sat),92.33,%,G
08/03/2022,15:22:26,Temperature,22.45,C,G
08/03/2022,15:22:26,Turbidity,6.66,,G
08/03/2022,15:22:27,Conductivit,5.24,,G
08/03/2022,15:22:27,fDOM (RFU),0.04,RFU,G
08/03/2022,15:22:27,fDOM (QSU),0.12,QSU,G
08/03/2022,15:22:27,Phyco,-3.99,,G
08/03/2022,15:22:27,sp. Cond,5.51,,G
08/03/2022,15:22:27,DO Conc,8.00,mg/,G
08/03/2022,15:22:27,Chl,-0.10,RFU,G
08/03/2022,15:22:27,Salinity,0.00,,G
08/03/2022,15:22:27,DO (% Sat),92.33,%,G
